id,title,primary_area,venue,decision,decision_bucket,accepted_label,review_rating_avg,review_confidence_avg,review_count,author_count,keyword_count,title_chars,abstract_chars,has_code_link,md_present,md_line_count,md_figures,md_tables,md_math_blocks,md_has_broken_table_token,md_path
05f6PdEPs2,E-MoFlow: Learning Egomotion and Optical Flow from Event Data via Implicit Regularization,applications,NeurIPS 2025 poster,,poster,1,,,0,6,5,89,1748,0,1,777,12,83,0,1,pdf2md/markdown_output/05f6PdEPs2__E-MoFlow_ Learning Egomotion and Optical Flow from Event Data via Implicit Regularization/05f6PdEPs2__E-MoFlow_ Learning Egomotion and Optical Flow from Event Data via Implicit Regularization.md
CHN4HG9R5e,E2E-VGuard: Adversarial Prevention for Production LLM-based End-To-End Speech Synthesis,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,9,1,87,1586,0,0,,,,,,
7aDKD8RBUw,EA3D: Online Open-World 3D Object Extraction from Streaming Videos,applications,NeurIPS 2025 poster,,poster,1,,,0,6,2,66,1394,1,0,,,,,,
bHCB8H90aZ,Each Complexity Deserves a Pruning Policy,applications,NeurIPS 2025 poster,,poster,1,,,0,8,2,41,2164,1,0,,,,,,
X2xLfqX24x,Eagle 2.5: Boosting Long-Context Post-Training for Frontier Vision-Language Models,applications,NeurIPS 2025 poster,,poster,1,,,0,17,4,82,1068,0,0,,,,,,
4exx1hUffq,EAGLE-3: Scaling up Inference Acceleration of Large Language Models via Training-Time Test,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,1,90,1270,0,0,,,,,,
lGyXq0LOeQ,EAP-GP: Mitigating Saturation Effect in Gradient-based Automated Circuit Identification,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,8,3,87,1449,0,0,,,,,,
mzxGGzeLCL,EAReranker: Efficient Embedding Adequacy Assessment for Retrieval Augmented Generation,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,6,3,86,1971,0,0,,,,,,
RGUcF6pIZN,EasySpec: Layer-Parallel Speculative Decoding for Efficient Multi-GPU Utilization,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,81,1617,1,0,,,,,,
BpbJc1Jfbv,EchoShot: Multi-Shot Portrait Video Generation,applications,NeurIPS 2025 poster,,poster,1,,,0,8,4,46,1671,0,0,,,,,,
tejdm1EMXK,ECO: Evolving Core Knowledge for Efficient Transfer,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,3,51,1469,0,0,,,,,,
bla5qx2sYe,EddyFormer: Accelerated Neural Simulations of Three-Dimensional Turbulence at Scale,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,2,8,83,1263,0,0,,,,,,
FXWwYz1p8a,Edit Flows: Variable Length Discrete Flow Matching with Sequence-Level Edit Operations,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,4,1,86,891,0,0,,,,,,
feAzLLT9to,"Edit Less, Achieve More: Dynamic Sparse Neuron Masking for Lifelong Knowledge Editing in LLMs",deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,93,1159,0,0,,,,,,
vhzqdxuSB3,EditInfinity: Image Editing with Binary-Quantized Generative Models,applications,NeurIPS 2025 poster,,poster,1,,,0,5,1,67,1747,1,0,,,,,,
i7LuLGc2mu,Effective Neural Approximations for Geometric Optimization Problems,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,4,67,1531,0,0,,,,,,
isAYKdLwtB,Effective Policy Learning for Multi-Agent Online Coordination Beyond Submodular Objectives,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,8,5,90,1453,0,0,,,,,,
4449zuaaeL,Effects of Dropout on Performance in Long-range Graph Learning Tasks,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,68,1917,1,0,,,,,,
0xFgYI6oZr,Efficient $k$-Sparse Band–Limited Interpolation with Improved Approximation Ratio,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,2,81,815,0,0,,,,,,
Pn8UB4PmbF,Efficient Adaptive Experimentation with Noncompliance,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,3,6,53,1289,0,0,,,,,,
dopfjQFr65,Efficient Adaptive Federated Optimization,optimization,NeurIPS 2025 poster,,poster,1,,,0,4,3,41,1187,0,0,,,,,,
iehVIoSDzu,Efficient Algorithms for Robust and Partial Semi-Discrete Optimal Transport,optimization,NeurIPS 2025 poster,,poster,1,,,0,4,3,75,1196,0,0,,,,,,
eYVFs6TfQ0,Efficient Allocation of Working Memory Resource for Utility Maximization in Humans and Recurrent Neural Networks,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,2,5,112,2097,0,0,,,,,,
9Hweh7Wx8R,Efficient and Generalizable Mixed-Precision Quantization via Topological Entropy,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,1,80,1313,0,0,,,,,,
FJkDPf4n7j,Efficient and Near-Optimal Algorithm for Contextual Dueling Bandits with Offline Regression Oracles,theory,NeurIPS 2025 poster,,poster,1,,,0,2,7,99,1128,0,0,,,,,,
vHTkg57tPW,Efficient Bayesian Experiment Design with Equivariant Networks,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,6,62,958,0,0,,,,,,
E6ZdfjtoiX,Efficient Data Selection at Scale via Influence Distillation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,6,60,1210,0,0,,,,,,
Iyn0D3cFvt,Efficient Federated Learning against Byzantine Attacks and Data Heterogeneity via Aggregating Normalized Gradients,optimization,NeurIPS 2025 poster,,poster,1,,,0,7,4,114,1381,0,0,,,,,,
m3huAdsaGI,Efficient Hybrid Language Model Compression through Group-Aware SSM Pruning,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,18,4,75,1097,0,0,,,,,,
FUBaZDMOFj,Efficient Kernelized Learning in Polyhedral Games beyond Full Information: From Colonel Blotto to Congestion Games,theory,NeurIPS 2025 poster,,poster,1,,,0,5,5,114,1222,0,0,,,,,,
lwIQC4MVJZ,Efficient Large Language Model Inference with Neural Block Linearization,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,72,1071,0,0,,,,,,
JzWtqd9CGJ,Efficient Last-Iterate Convergence in Solving Extensive-Form Games,theory,NeurIPS 2025 poster,,poster,1,,,0,9,3,66,1939,1,0,,,,,,
Mc0eJHZhW5,Efficient Low Rank Attention for Long-Context Inference in Large Language Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,80,1308,1,0,,,,,,
VBKgukQlRG,Efficient Multi-bit Quantization Network Training via Weight Bias Correction and Bit-wise Coreset Sampling,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,106,1271,0,0,,,,,,
gZjPllL9jM,Efficient Multi-modal Large Language Models via Progressive Consistency Distillation,applications,NeurIPS 2025 poster,,poster,1,,,0,11,3,84,1195,0,0,,,,,,
Eu2Tqcvxih,Efficient Multimodal Dataset Distillation via Generative Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,1,63,1495,1,0,,,,,,
5qdIdWflzg,Efficient PAC Learning for Realizable-Statistic Models via Convex Surrogates,theory,NeurIPS 2025 poster,,poster,1,,,0,1,7,76,2492,0,0,,,,,,
kL2pnzClyD,Efficient Parametric SVD of Koopman Operator for Stochastic Dynamical Systems,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,4,8,77,1269,0,0,,,,,,
qbVbZWxUib,Efficient Part-level 3D Object Generation via Dual Volume Packing,applications,NeurIPS 2025 poster,,poster,1,,,0,10,3,65,979,0,0,,,,,,
3MiADMHY62,Efficient Policy Optimization in Robust Constrained MDPs with Iteration Complexity Guarantees,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,4,5,93,1592,0,0,,,,,,
xWYL9Ki32T,Efficient Pre-Training of LLMs via Topology-Aware Communication Alignment on More Than 9600 GPUs,infrastructure,NeurIPS 2025 poster,,poster,1,,,0,11,3,96,1325,0,0,,,,,,
qEfgajdKea,Efficient Preference-Based Reinforcement Learning: Randomized Exploration meets Experimental Design,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,99,1122,0,0,,,,,,
Sz2i4dwDem,Efficient Quadratic Corrections for Frank-Wolfe Algorithms,optimization,NeurIPS 2025 poster,,poster,1,,,0,5,3,58,1078,0,0,,,,,,
WGYEOAB0Rk,Efficient Randomized Experiments Using Foundation Models,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,7,5,56,1226,0,0,,,,,,
diGiWMO95N,Efficient RAW Image Deblurring with Adaptive Frequency Modulation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,65,1466,0,0,,,,,,
SYgoqXyoaQ,Efficient Rectified Flow for Image Fusion,applications,NeurIPS 2025 poster,,poster,1,,,0,7,3,41,1542,0,0,,,,,,
CrdrVdXCui,Efficient Representativeness-Aware Coreset Selection,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,8,3,52,2084,0,0,,,,,,
ZtKXAbHQ43,Efficient Safe Meta-Reinforcement Learning: Provable Near-Optimality and Anytime Safety,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,2,1,87,1425,0,0,,,,,,
IiEtQPGVyV,Efficient semantic uncertainty quantification in language models via diversity-steered sampling,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,5,95,1131,0,0,,,,,,
jHdZKRiOp8,Efficient Spectral Control of Partially Observed Linear Dynamical Systems,theory,NeurIPS 2025 poster,,poster,1,,,0,4,3,73,577,0,0,,,,,,
pDWwz9F7Zh,Efficient Speech Language Modeling via Energy Distance in Continuous Latent Space,applications,NeurIPS 2025 poster,,poster,1,,,0,6,3,81,1062,1,0,,,,,,
dpvX74dPWl,Efficient Training of Minimal and Maximal Low-Rank Recurrent Neural Networks,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,2,4,76,1873,0,0,,,,,,
d4mZyZB5I9,Efficient Training-Free Online Routing for High-Volume Multi-LLM Serving,infrastructure,NeurIPS 2025 poster,,poster,1,,,0,2,5,72,1149,1,0,,,,,,
vzcVDwLtwA,Efficient Utility-Preserving Machine Unlearning with Implicit Gradient Surgery,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,7,1,78,1567,1,0,,,,,,
ofyy0Dzk6k,Efficient Verified Unlearning For Distillation,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,46,1368,0,0,,,,,,
hhjnvIfvpa,Efficiently Escaping Saddle Points under Generalized Smoothness via Self-Bounding Regularity,optimization,NeurIPS 2025 poster,,poster,1,,,0,4,4,92,1048,0,0,,,,,,
xgvSwwlLah,Efficiently Maintaining the Multilingual Capacity of MCLIP in Downstream Cross-Modal Retrieval Tasks,applications,NeurIPS 2025 poster,,poster,1,,,0,6,3,100,1515,1,0,,,,,,
nn51ewu5k2,Efficiently Scaling LLM Reasoning Programs with Certaindex,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,11,3,58,1128,1,0,,,,,,
6X5NGHe35l,Efficiently Verifiable Proofs of Data Attribution,theory,NeurIPS 2025 poster,,poster,1,,,0,3,5,49,1907,0,0,,,,,,
qMm7tC1zvj,EfficientNav: Towards On-Device Object-Goal Navigation with Navigation Map Caching and Retrieval,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,9,4,96,1443,1,0,,,,,,
SELYlDHZk2,EfficientVLA: Training-Free Acceleration and Compression for Vision-Language-Action Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,3,90,1456,0,0,,,,,,
kN0YHWGDPH,"Effortless, Simulation-Efficient Bayesian Inference using Tabular Foundation Models",probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,4,4,83,1481,0,0,,,,,,
FGMBxzpgis,EgoBridge: Domain Adaptation for Generalizable Imitation from Egocentric Human Data,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,8,5,83,1109,0,0,,,,,,
r2GebY4MnU,EgoDTM: Towards 3D-Aware Egocentric Video-Language Pretraining,applications,NeurIPS 2025 poster,,poster,1,,,0,5,4,62,1055,1,0,,,,,,
9Zwl2Ly28N,EgoThinker: Unveiling Egocentric Reasoning with Spatio-Temporal CoT,applications,NeurIPS 2025 poster,,poster,1,,,0,8,3,67,1178,0,0,,,,,,
VrXjAfdwrN,Elastic Robust Unlearning of Specific Knowledge in Large Language Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,7,1,72,1278,0,0,,,,,,
OU6FXkSIe0,Elastic ViTs from Pretrained Models without Retraining,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,54,1282,0,0,,,,,,
IWEc6kpy8O,ELDET: Early-Learning Distillation with Noisy Labels for Object Detection,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,73,1239,0,0,,,,,,
AZ1iyo58F8,Elevating Visual Perception in Multimodal LLMs with Visual Embedding Distillation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,81,1546,0,0,,,,,,
6H4tDTHalg,Eliciting Reasoning in Language Models with Cognitive Tools,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,3,59,1815,0,0,,,,,,
NnRQOPzL9P,Elucidated Rolling Diffusion Models for Probabilistic Forecasting of Complex Dynamics,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,7,4,85,1739,0,0,,,,,,
4IIeoaNZ3a,Embedding Principle of Homogeneous Neural Network for Classification Problem,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,76,1431,0,0,,,,,,
rEUbDhWaXh,Embeddings as Probabilistic Equivalence in Logic Programs,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,2,5,57,1490,0,0,,,,,,
0MXUkBmm09,Embodied Cognition Augmented End2End Autonomous Driving,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,7,2,55,1681,1,1,734,4,92,0,1,pdf2md/markdown_output/0MXUkBmm09__Embodied Cognition Augmented End2End Autonomous Driving/0MXUkBmm09__Embodied Cognition Augmented End2End Autonomous Driving.md
NatwrOmOvM,Embodied Crowd Counting,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,8,2,23,1807,1,0,,,,,,
kA2H90nm26,Emergence and scaling laws in SGD learning of shallow neural networks,theory,NeurIPS 2025 poster,,poster,1,,,0,4,4,69,1564,0,0,,,,,,
UQxUhFGUyk,Emergence of Linear Truth Encodings in Language Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,54,1108,0,0,,,,,,
wryhlhA8QI,Emergent Risk Awareness in Rational Agents under Resource Constraints,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,7,4,69,1245,0,0,,,,,,
SBPWnXhwjq,Emergent Temporal Correspondences from Video Diffusion Transformers,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,7,3,67,1499,0,0,,,,,,
vqaWAmuzRt,EMLoC: Emulator-based Memory-efficient Fine-tuning with LoRA Correction,applications,NeurIPS 2025 poster,,poster,1,,,0,4,2,71,1435,0,0,,,,,,
t3NzYXXICp,Empirical Study on Robustness and Resilience in Cooperative Multi-Agent Reinforcement Learning,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,16,2,94,1690,0,0,,,,,,
p5PFCVsXWf,Empower Words: DualGround for Structured Phrase and Sentence-Level Temporal Grounding,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,5,85,1819,0,0,,,,,,
pZM3BsyzbM,Empowering Decision Trees via Shape Function Branching,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,2,4,54,1188,0,0,,,,,,
4HZaFk9O4r,"Enabling Differentially Private Federated Learning for Speech Recognition: Benchmarks, Adaptive Optimizers, and Gradient Clipping",applications,NeurIPS 2025 poster,,poster,1,,,0,7,3,129,1812,1,0,,,,,,
5WyqKH9nOS,Enabling Instructional Image Editing with In-Context Generation in Large Scale Diffusion Transformer,applications,NeurIPS 2025 poster,,poster,1,,,0,5,1,100,1025,0,0,,,,,,
5jneOToPou,Encoder-Decoder Diffusion Language Models for Efficient Training and Inference,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,78,1251,0,0,,,,,,
IKVkpjSJzJ,EnCompass: Enhancing Agent Programming with Search Over Program Execution Paths,infrastructure,NeurIPS 2025 poster,,poster,1,,,0,4,6,79,911,0,0,,,,,,
DghZGQDTaD,Encouraging metric-aware diversity in contrastive representation space,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,2,4,70,1422,0,0,,,,,,
cJRggDnFg2,End-to-End Low-Light Enhancement for Object Detection with Learned Metadata from RAWs,applications,NeurIPS 2025 poster,,poster,1,,,0,5,5,85,1159,0,0,,,,,,
oYR9qQIR3f,End-to-End Vision Tokenizer Tuning,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,3,34,1748,0,0,,,,,,
Z6aBp0AJI1,Energy Landscape-Aware Vision Transformers: Layerwise Dynamics and Adaptive Task-Specific Training via Hopfield States,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,4,118,1231,0,0,,,,,,
mOWpnUPLQy,Energy Loss Functions for Physical Systems,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,4,7,42,1246,0,0,,,,,,
WYSCCw7mCe,Energy Matching: Unifying Flow Matching and Energy-Based Models for Generative Modeling,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,6,87,1707,0,0,,,,,,
UKJkad8aUF,Energy-based generator matching: A neural sampler for general state space,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,5,4,73,672,0,0,,,,,,
igtjRQfght,EnerVerse: Envisioning Embodied Future Space for Robotics Manipulation,applications,NeurIPS 2025 poster,,poster,1,,,0,11,3,70,1093,0,0,,,,,,
yeyaKpaufr,Enforcing convex constraints in Graph Neural Networks,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,53,1057,0,0,,,,,,
gjiCml2CNG,Enforcing Hard Linear Constraints in Deep Learning Models with Decision Rules,optimization,NeurIPS 2025 poster,,poster,1,,,0,3,3,77,1340,0,0,,,,,,
duunKHvWKz,Enhanced Cyclic Coordinate Descent Methods for Elastic Net Penalized Linear Models,optimization,NeurIPS 2025 poster,,poster,1,,,0,4,3,82,1332,1,0,,,,,,
fyqqd1lHDb,Enhanced Expert Merging for Mixture-of-Experts in Graph Foundation Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,4,73,1670,0,0,,,,,,
dpmMg6aK1D,Enhanced Self-Distillation Framework for Efficient Spiking Neural Network Training,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,5,2,82,1406,1,0,,,,,,
oBOVYRRSy2,Enhancing 3D Reconstruction for Dynamic Scenes,applications,NeurIPS 2025 poster,,poster,1,,,0,10,2,46,979,0,0,,,,,,
Swik6KVV4u,Enhancing Bioactivity Prediction via Spatial Emptiness Representation of Protein-ligand Complex and Union of Multiple Pockets,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,6,3,125,1423,0,0,,,,,,
6uKIm4bfEe,Enhancing Compositional Reasoning in CLIP via Reconstruction and Alignment of Text Descriptions,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,95,1682,0,0,,,,,,
ExVMnClnrM,Enhancing Consistency of Flow-Based Image Editing through Kalman Control,applications,NeurIPS 2025 poster,,poster,1,,,0,6,5,72,1060,0,0,,,,,,
i5rApSWC9E,Enhancing Deep Batch Active Learning for Regression with Imperfect Data Guided Selection,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,1,88,1043,0,0,,,,,,
OKf5SSUhJF,Enhancing Diffusion-based Unrestricted Adversarial Attacks via Adversary Preferences Alignment,applications,NeurIPS 2025 poster,,poster,1,,,0,9,2,94,1294,0,0,,,,,,
n1XlwRmF7v,Enhancing Graph Classification Robustness with Singular Pooling,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,2,63,1369,0,0,,,,,,
cuUsD5FJbe,Enhancing GUI Agent with Uncertainty-Aware Self-Trained Evaluator,evaluation,NeurIPS 2025 poster,,poster,1,,,0,6,4,65,1310,0,0,,,,,,
yEddfz9SgJ,Enhancing Infrared Vision: Progressive Prompt Fusion Network and Benchmark,applications,NeurIPS 2025 poster,,poster,1,,,0,7,3,74,1553,0,0,,,,,,
YTk1kATzOd,Enhancing Interpretability in Deep Reinforcement Learning through Semantic Clustering,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,85,1114,1,0,,,,,,
8LO0vLRXpz,Enhancing LLM Planning for Robotics Manipulation through Hierarchical Procedural Knowledge Graphs,applications,NeurIPS 2025 poster,,poster,1,,,0,4,2,97,1659,0,0,,,,,,
9t2OtyQ9mf,Enhancing Optimizer Stability: Momentum Adaptation of The NGN Step-size,optimization,NeurIPS 2025 poster,,poster,1,,,0,4,4,71,1376,0,0,,,,,,
tVRtDIwDmQ,Enhancing Personalized Multi-Turn Dialogue with Curiosity Reward,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,64,1389,0,0,,,,,,
UlpAIz6o5u,Enhancing Privacy in Multimodal Federated Learning with Information Theory,other,NeurIPS 2025 poster,,poster,1,,,0,8,4,74,1167,0,0,,,,,,
qjV3YHW3PD,Enhancing Safety in Reinforcement Learning with Human Feedback via Rectified Policy Optimization,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,7,4,96,1169,0,0,,,,,,
OfIUAlo2hJ,Enhancing Sample Selection Against Label Noise by Cutting Mislabeled Easy Examples,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,82,1023,0,0,,,,,,
Toy96yYopR,Enhancing Tactile-based Reinforcement Learning for Robotic Control,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,66,1129,0,0,,,,,,
2EJrs3gUO6,Enhancing Temporal Understanding in Video-LLMs through Stacked Temporal Attention in Vision Encoders,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,6,100,1202,0,0,,,,,,
2xPoZhOO23,Enhancing Text-to-Image Diffusion Transformer via Split-Text Conditioning,applications,NeurIPS 2025 poster,,poster,1,,,0,8,4,73,1549,0,0,,,,,,
Gmwsy7TlFI,Enhancing the Maximum Effective Window for Long-Term Time Series Forecasting,applications,NeurIPS 2025 poster,,poster,1,,,0,4,2,76,1431,1,0,,,,,,
cGkfMGQdCy,Enhancing the Outcome Reward-based RL Training of MLLMs with Self-Consistency Sampling,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,3,86,1073,0,0,,,,,,
LAflniLUwx,Enhancing Vision-Language Model Reliability with Uncertainty-Guided Dropout Decoding,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,7,84,1201,0,0,,,,,,
kdHz4y1ADc,Enhancing Visual Prompting through Expanded Transformation Space and Overfitting Mitigation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,1,3,91,1695,0,0,,,,,,
vLLYlSK6qJ,"Enhancing Zero-Shot Black-Box Optimization via Pretrained Models with Efficient Population Modeling, Interaction, and Stable Gradient Approximation",optimization,NeurIPS 2025 poster,,poster,1,,,0,5,4,147,1342,0,0,,,,,,
EfDIApcjgI,Entropic Time Schedulers for Generative Diffusion Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,56,1369,1,0,,,,,,
RjN1LYymST,Entropy Rectifying Guidance for Diffusion and Flow Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,6,57,1350,0,0,,,,,,
uGjTP2kFcX,Entropy-Calibrated Label Distribution Learning,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,46,1380,0,0,,,,,,
BL5r7hu9GD,EnzyControl: Adding Functional and Substrate-Specific Control for Enzyme Backbone Generation,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,9,4,92,1418,1,0,,,,,,
zxZPpVoCNO,EPA: Boosting Event-based Video Frame Interpolation with Perceptually Aligned Learning,applications,NeurIPS 2025 poster,,poster,1,,,0,6,4,86,1881,0,0,,,,,,
PsVp5Gxm0s,Epistemic Uncertainty Estimation in Regression Ensemble Models with Pairwise Epistemic Estimators,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,2,3,97,864,0,0,,,,,,
5SqbLPaBww,Epistemic Uncertainty for Generated Image Detection,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,6,2,51,1217,0,0,,,,,,
xs5aoDH3HX,Equi-mRNA: Protein Translation Equivariant Encoding for mRNA Language Models,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,3,5,76,1645,0,0,,,,,,
z67on2D0j1,Equilibrium Policy Generalization: A Reinforcement Learning Framework for Cross-Graph Zero-Shot Generalization in Pursuit-Evasion Games,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,8,8,135,1862,0,0,,,,,,
LrnZDU9g7N,EquiTabPFN: A Target-Permutation Equivariant Prior Fitted Network,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,65,943,0,0,,,,,,
kvI0QTVRQD,Equivariance by Contrast: Identifiable Equivariant Embeddings from Unlabeled Finite Group Actions,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,97,1273,0,0,,,,,,
d6wOZrzaWd,Equivariance Everywhere All At Once: A Recipe for Graph Foundation Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,4,73,1463,0,0,,,,,,
dK2BnCH68p,"Equivariant Eikonal Neural Networks: Grid-Free, Scalable Travel-Time Prediction on Homogeneous Spaces",deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,6,101,1417,0,0,,,,,,
N5V3dlIck9,Erasing Conceptual Knowledge from Language Models,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,4,49,1042,0,0,,,,,,
LmcTbBvgjP,"Error Feedback under $(L_0,L_1)$-Smoothness: Normalization and Momentum",optimization,NeurIPS 2025 poster,,poster,1,,,0,5,5,71,1633,0,0,,,,,,
458m5RSMgJ,ESCA: Enabling Seamless Codec Avatar Execution through Algorithm and Hardware Co-Optimization for Virtual Reality,applications,NeurIPS 2025 poster,,poster,1,,,0,3,4,113,1425,0,0,,,,,,
xpY3C8HxNh,Escaping Collapse: The Strength of Weak Data for Large Language Model Training,theory,NeurIPS 2025 poster,,poster,1,,,0,6,2,78,1118,0,0,,,,,,
rgajBQxbC7,ESCORT: Efficient Stein-variational and Sliced Consistency-Optimized Temporal Belief Representation for POMDPs,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,110,1896,0,0,,,,,,
uQmUjgR8Er,Estimating Hitting Times Locally at Scale,theory,NeurIPS 2025 poster,,poster,1,,,0,4,6,41,1377,0,0,,,,,,
IQlcfc40Ja,Estimating Interventional Distributions with Uncertain Causal Graphs through Meta-Learning,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,6,4,90,1506,0,0,,,,,,
QPEAZ182Ps,Estimating Model Performance Under Covariate Shift Without Labels,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,7,65,1205,0,0,,,,,,
tQgFLIkvKH,Estimation of Stochastic Optimal Transport Maps,theory,NeurIPS 2025 poster,,poster,1,,,0,2,4,47,1525,0,0,,,,,,
Ia1nRDN00L,Estimation of Treatment Effects in Extreme and Unobserved Data,theory,NeurIPS 2025 poster,,poster,1,,,0,3,3,62,1217,0,0,,,,,,
tIR9Naukr3,"EUGens: Efficient, Unified and General Dense Layers",probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,10,5,51,1675,0,0,,,,,,
9StiSCqeRw,Eulerian Neural Network Informed by Chemical Transport for Air Quality Forecasting,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,6,3,82,916,0,0,,,,,,
